_id,batch,concept_code,concept_code_system,end,experiencer,inserted_date,job_id,negation,nlpql_feature,owner,phenotype_final,pipeline_id,pipeline_type,report_date,report_id,report_type,section,sentence,solr_id,source,start,subject,temporality,term
5c7430458625dd033f867f92,310,,,134,Patient,13:25.2,2137,Negated,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_458326,Clinical Trial Inclusion Criteria,UNKNOWN,"Inclusion Criteria: - - Patients affected by gastrointestinal cancer, without cytotoxic neurotoxic chemotherapy, had to receive FOLFOX 4 chemotherapy (folinic acid + 5-FU + oxaliplatin) in the adjuvant, neoadjuvant or palliative situation with an expected period of 8 cures of treatment or 4 months.- Patients having given their written, free and informed consent - Patient's members of a social security scheme - Patients not having participated in another clinical trial within 15 days before its baseline (possibility of participating and / or participate in an observational trial) -",ct_inc_458326,AACT,128,NCT01775449,Recent,FOLFOX
5c7430458625dd0355867f88,160,,,33,Patient,13:25.9,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_356855,Clinical Trial Inclusion Criteria,UNKNOWN,"Prior regimens may include FOLFOX -/+ bevacizumab, FOLFIRI -/+ bevacizumab or -/+ cetuximab (if KRAS wild-type) or panitumumab (if KRAS wilt-type).Other prior regimens may include 5-FU or capecitabine -/+ bevacizumab, irinotecan -/+ cetuximab or panitumumab, FOLFIRI -/+ ziv-aflibercept or ramucirumab.",ct_inc_356855,AACT,27,NCT03099486,Historical,FOLFOX
5c7430478625dd036b867f85,190,,,6,Patient,13:27.5,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_374899,Clinical Trial Inclusion Criteria,UNKNOWN,FOLFOX +/-,ct_inc_374899,AACT,0,NCT02864485,Recent,FOLFOX
5c7430488625dd034a867f8f,650,,,23,Patient,13:28.4,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_422753,Clinical Trial Inclusion Criteria,COMMENT,"prior XELOX, XP, FOLFOX, or SP (S-1+cisplatin)) treatment could be eligible, but prior-taxane are ineligible.",ct_inc_422753,AACT,17,NCT02240212,Historical,FOLFOX
5c7430488625dd034a867f91,650,,,47,Patient,13:28.5,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_398662,Clinical Trial Inclusion Criteria,AGE,Will receive neoadjuvant treatment using Folfox or chemoradiotherapy .,ct_inc_398662,AACT,41,NCT02554448,Recent,Folfox
5c7430488625dd036b867f88,190,,,445,Patient,13:28.8,2137,Negated,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_461817,Clinical Trial Inclusion Criteria,UNKNOWN,"Histologically confirmed colorectal cancer - Evaluable or measurable radiographic evidence of colorectal cancer - Patients with unresected metastases from colorectal cancer; patients may be either untreated with chemotherapy or currently receiving first-line 5-FU based chemotherapy (folinic acid-fluorouracil-irinotecan hydrochloride [FOLFIRI], capecitabine-irinotecan hydrochloride [CAPIRI], fluorouracil-leucovorin calcium-oxaliplatin [FOLFOX], or capecitabine-oxaliplatin [CAPOX] with or without bevacizumab) within 10 months of beginning ADAPT therapy with at least stable disease radiographically; patients who received prior adjuvant chemotherapy with 5-FU, capecitabine, or FOLFOX are eligible if adjuvant therapy was completed greater than 6 months ago - History of histological confirmation for recurrent disease, or if recurrent disease is not readily accessible to biopsy, must have two consecutive carcinoembryonic antigen (CEA) or cancer antigen (CA) 19-9 increases, or positron emission tomography (PET) avidity - Men and women from all ethnic and racial groups - Eastern Cooperative Oncology Group (ECOG) performance status =< 2 - Total bilirubin",ct_inc_461817,AACT,439,NCT01729923,Hypothetical,FOLFOX
5c7430498625dd036b867f8b,190,,,111,Patient,13:29.2,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_454730,Clinical Trial Inclusion Criteria,UNKNOWN,"Planned combination bevacizumab (bvz) treatment with either: - leucovorin, fluorouracil and oxaliplatin (FOLFOX) - capecitabine and oxaliplatin (XELOX) - leucovorin, fluorouracil and irinotecan (FOLFIRI) - capecitabine and irinotecan (XELIRI) Naive for bvz",ct_inc_454730,AACT,105,NCT01822444,Recent,FOLFOX
5c7430498625dd0355867f96,160,,,52,Patient,13:29.4,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_518643,Clinical Trial Inclusion Criteria,UNKNOWN,Scheduled to receive first-line chemotherapy (FOLFOX/bevacizumab or FOLFIRI/bevacizumab) for metastatic disease.,ct_inc_518643,AACT,46,NCT00984048,Recent,FOLFOX
5c7430498625dd0355867f99,160,,,116,Patient,13:29.7,2137,Negated,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_511552,Clinical Trial Inclusion Criteria,UNKNOWN,- No more than 8 weeks between 1st-line treatment with FOLFIRI + Avastin and 2nd-line treatment with XELOX or FOLFOX + Avastin,ct_inc_511552,AACT,110,NCT01077739,Recent,FOLFOX
5c7430498625dd036b867f8f,190,,,6,Patient,13:29.7,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_527450,Clinical Trial Inclusion Criteria,UNKNOWN,"FOLFOX, FOLFIRI, XELOX, or XELIRI.- Documentation of wild type k-Ras expression in the liver",ct_inc_527450,AACT,0,NCT00867334,Recent,FOLFOX
5c74304a8625dd0376867f86,940,,,144,Patient,13:30.3,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_407659,Clinical Trial Inclusion Criteria,UNKNOWN,"Such therapies should include regimens containing oxaliplatin and irinotecan in combination with a fluoropyrimidine if appropriate (e.g., FOLFOX and FOLFIRI or their variants).-",ct_inc_407659,AACT,138,NCT02437071,Recent,FOLFOX
5c74304a8625dd0381867f8c,230,,,61,Patient,13:30.7,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_556746,Clinical Trial Inclusion Criteria,UNKNOWN,Inclusion Criteria: - Patients eligible for FOLFIRI or FOLFOX therapy - ECOG performance status score 0-1,ct_inc_556746,AACT,55,NCT00479583,Recent,FOLFOX
5c74304a8625dd0381867f8d,230,,,38,Patient,13:30.7,2137,Negated,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_556746,Clinical Trial Inclusion Criteria,UNKNOWN,No maximum age for Study Arm A (FOLFOX) - 18-65 years of age for Study Arm B (FOLFIRI),ct_inc_556746,AACT,32,NCT00479583,Recent,FOLFOX
5c74304a8625dd0381867f8f,230,,,79,Patient,13:30.7,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_393267,Clinical Trial Inclusion Criteria,UNKNOWN,RAS wild-type metastatic colorectal cancer patients candidate to receive FOLFOX or FOLFIRI plus panitumumab or FOLFOX or FOLFIRI plus cetuximab as upfront treatment as per clinical practice - Willingness and ability to comply with the protocol - Written informed consent to study procedures -,ct_inc_393267,AACT,73,NCT02624895,Recent,FOLFOX
5c74304a8625dd0376867f88,940,,,90,Patient,13:30.9,2137,Negated,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_423126,Clinical Trial Inclusion Criteria,UNKNOWN,"Histologically confirmed stage IV colorectal adenocarcinoma previously treated with FOLFOX and FOLFIRI and bevacizumab, receipt of cetuximab or panitumumab is not required, and has shown progression or intolerant of both oxaliplatin and irinotecanbased regimens; baseline tumor assessments must be done within 28 days of starting treatment - Patients must have lesions that can be easily biopsied - Representative tumor tissue specimens (paraffin block preferred) - Signed informed consent prior to initiation of any studyspecific procedure or treatment, including agreement to two biopsies during the study - Eastern Cooperative Oncology Group (ECOG) performance status of 0-2 - Able to comply with the protocol, including tissue and blood sampling - Leukocytes >= 3,000 per mm^3 - Absolute neutrophil count >",ct_inc_423126,AACT,84,NCT02235324,Historical,FOLFOX
5c74304b8625dd0376867f89,940,,,24,Patient,13:31.3,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_exc_437699,Clinical Trial Exclusion Criteria,UNKNOWN,Previous adjuvant FOLFOX based chemotherapy is allowed.,ct_exc_437699,AACT,18,NCT02045030,Recent,FOLFOX
5c74304c8625dd0376867f8c,940,,,815,Patient,13:32.8,2137,Negated,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_554890,Clinical Trial Inclusion Criteria,UNKNOWN,"Inclusion Criteria: - Histologically or cytologically confirmed colorectal cancer - Metastatic disease - Not curable by surgical resection - Archival tumor tissue available - Measurable disease, defined as at least one unidimensionally measurable lesion 20 mm by conventional techniques or 10 mm by spiral CT scan - Measurable disease must be outside of a prior radiation port - Documented disease progression either during or after prior chemotherapy treatment - No more than 2 prior chemotherapy regimens in the adjuvant or metastatic setting - Prior chemotherapy regimens must have contained a fluoropyrimidine (e.g., fluorouracil or capecitabine), oxaliplatin, and irinotecan - Patients who received no prior adjuvant therapy must have received 2 prior chemotherapy regimens for metastatic disease (e.g., FOLFOX followed by FOLFIRI) - Patients who received prior adjuvant therapy with a fluoropyrimidine plus oxaliplatin must have received no more than 1 chemotherapy regimen for metastatic disease that must have contained irinotecan - VEGF or EGFR inhibitors with prior chemotherapy allowed - No known brain metastases - Life expectancy > 3 months - ECOG performance status (PS) 0-2 or Karnofsky PS 60% - WBC",ct_inc_554890,AACT,809,NCT00504153,Historical,FOLFOX
5c74304e8625dd0397867f86,1090,,,271,Patient,13:34.4,2137,Negated,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_408532,Clinical Trial Inclusion Criteria,UNKNOWN,"A signed informed consent form must be appropriately obtained prior to the conduct of any trial-specific procedure.- Age 18 years.- Stage IIIC colorectal cancer (T4a, N2a, M0) or (T3-4a, N2b, M0), or (T4b, N1- N2, M0) (per AJCC 7th ed).- Must have started adjuvant FOLFOX chemotherapy within 8 weeks of resection for colorectal carcinoma - CT scan that demonstrates no evidence of disease (NED) after completion of adjuvant therapy",ct_inc_408532,AACT,265,NCT02425683,Historical,FOLFOX
5c74304e8625dd0397867f87,1090,,,69,Patient,13:34.4,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_408532,Clinical Trial Inclusion Criteria,COMMENT,"This CT scan will also be used for Texture analysis.- Received FOLFOX within 6 weeks before starting regorafenib - Eastern Cooperative Oncology Group (ECOG) performance status 0-1 - Life expectancy of at least 12 weeks (3 months).- Complete Metabolic Profile (CMP) within normal limits - Adequate bone marrow, liver, and renal function as assessed by the following laboratory requirements:",ct_inc_408532,AACT,63,NCT02425683,Recent,FOLFOX
5c7430518625dd03ad867f85,590,,,77,Patient,13:37.4,2137,Negated,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_336681,Clinical Trial Inclusion Criteria,UNKNOWN,"Tumor stage will not affect eligibility.- Subjects must be receiving a FOLFOX-based chemotherapy regimen, containing 5-fluorouracil and oxaliplatin, on a 14-day schedule.",ct_inc_336681,AACT,71,NCT03362177,Recent,FOLFOX
5c7430518625dd03ad867f87,590,,,15,Patient,13:37.5,2137,Negated,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_336681,Clinical Trial Inclusion Criteria,COMMENT,Use of a FOLFOX-based combination regimen is permitted with (1) anti-angiogenic agents (such as bevacizumab) or (2) targeted therapy (such as anti-epidermal growth factor receptor agents).FOLFOXIRI-based regimens will not be allowed.- Subjects must have a platelet count < 75 x 109/L on study day,ct_inc_336681,AACT,9,NCT03362177,Recent,FOLFOX
5c7430548625dd03c7867fae,0,,,110,Patient,13:40.1,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_567491,Clinical Trial Inclusion Criteria,UNKNOWN,Histologically proven adenocarcinoma of the colon or rectum planned to receive a minimum of 2 cycles of FOLFOX +/-,ct_inc_567491,AACT,104,NCT00336609,Recent,FOLFOX
5c7430548625dd03c7867faf,0,,,55,Patient,13:40.1,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_567491,Clinical Trial Inclusion Criteria,UNKNOWN,Avastin or Erbitux.1 cycle defined as 2 doses of FOLFOX.,ct_inc_567491,AACT,49,NCT00336609,Recent,FOLFOX
5c7430548625dd03b8867f8d,430,,,142,Patient,13:41.0,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_390264,Clinical Trial Inclusion Criteria,UNKNOWN,"The patient must be able to swallow oral medication.- The patient must have completed at least 4 months of adjuvant chemotherapy (i.e., FOLFOX, CapeOx, or other, such as 5-fluorouracil, leucovorin, oxaliplatin (FLOX), 5-fluorouracil/leucovorin (5FU/LV), capecitabine).- The interval between completion of standard adjuvant chemotherapy and randomization must be less than or equal to 60 days.- Blood counts performed within 28 days prior to randomization must meet the following criteria: - Absolute neutrophil count (ANC) must be greater than or equal to 1500/mm3; - platelet count must be greater than or equal to 100,000/mm3; and - hemoglobin must be greater than or equal to 9 g/dL.-",ct_inc_390264,AACT,136,NCT02664077,Historical,FOLFOX
5c7430598625dd0426867f84,660,,,95,Patient,13:45.5,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_324925,Clinical Trial Inclusion Criteria,UNKNOWN,Inclusion Criteria: - Diagnosed stage II to IV colorectal cancer; - Scheduled to receive FOLFOX; - Receiving care at the UM Multidisciplinary Colorectal Cancer Clinic in Ann Arbor or SJ in Ann Arbor;,ct_inc_324925,AACT,89,NCT03515356,Recent,FOLFOX
5c7430598625dd0426867f85,660,,,166,Patient,13:45.6,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_578318,Clinical Trial Inclusion Criteria,UNKNOWN,Radiation must be completed at least 4 weeks prior to study enrollment.- Performance status 0 to 2 - Patient must have received 1 prior course of chemotherapy (Folfox regimen) for metastatic disease,ct_inc_578318,AACT,160,NCT00191984,Historical,Folfox
5c7430598625dd0426867f86,660,,,166,Patient,13:45.7,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_508608,Clinical Trial Inclusion Criteria,UNKNOWN,Current failure of 1st line anti-cancer therapy with an oxaliplatin and bevacizumab based regimen or patients relapsing within 12 months of completing adjuvant FOLFOX .,ct_inc_508608,AACT,160,NCT01116271,Recent,FOLFOX
5c74305a8625dd0411867f89,300,,,208,Patient,13:46.2,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_441653,Clinical Trial Inclusion Criteria,UNKNOWN,"Histologically proven solid organ cancer - Eastern Cooperative Oncology Group Performance status 0-2 - More than 3 months for life expectancy - Patients scheduled to receive the first line, first cycle FOLFOX (5-FU, Oxaliplatin, Leucovorin) or FOLFIRI (5-FU, Irinotecan, Leucovorin)",ct_inc_441653,AACT,202,NCT01993381,Recent,FOLFOX
5c74305a8625dd0411867f8b,300,,,394,Patient,13:46.4,2137,Negated,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_exc_495161,Clinical Trial Exclusion Criteria,UNKNOWN,"Exclusion Criteria: - Patients aged under 18 - Patients taking immunosuppressive therapy - Patient having a severe skin disease - No measurable metastasis - Patients with a contra-indication of cetuximab: hypersensitivity to cetuximab or to any excipients - Severe alteration of respiratory or cardiac function or severe coronary disease - Patients with contra-indication to chemotherapy FOLFOX and FOLFIRI - Participation in another research protocol - Patients not affiliated to the Social Security - Hospitalized patients without consent - Pregnant or nursing women, women of childbearing age with no effective contraception",ct_exc_495161,AACT,388,NCT01292356,Recent,FOLFOX
5c74305b8625dd0411867f8e,300,,,95,Patient,13:47.3,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_411196,Clinical Trial Inclusion Criteria,COMMENT,"A.When adjuvant therapy including oxaliplatin was previously used, at least 9 courses of FOLFOX (2 weeks regimens), 6 courses of CapeOX (3 week regimen), or 750mg/m^2 cumulative consumption of oxaliplatin, are required.",ct_inc_411196,AACT,89,NCT02390947,Recent,FOLFOX
5c74305d8625dd0447867f89,250,,,398,Patient,13:49.7,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_493009,Clinical Trial Inclusion Criteria,UNKNOWN,Patients must have a Karnofsky performance status of >= 60% - Patients must have histological confirmation of colorectal carcinoma - Patients must have colorectal tumors that produce carcinoembryonic antigen (CEA) as documented by either immunohistochemistry or by an elevated serum CEA - Patients will be enrolled on this trial after resection of hepatic metastases combined with FOLFIRI or FOLFOX [+/-,ct_inc_493009,AACT,392,NCT01320683,Recent,FOLFOX
5c74305d8625dd0447867f8a,250,,,94,Patient,13:49.7,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_493009,Clinical Trial Inclusion Criteria,UNKNOWN,"Bevacizumab], or XELOX; patients may have received a maximum of 12 cycles of FOLFIRI or FOLFOX [+/-",ct_inc_493009,AACT,88,NCT01320683,Recent,FOLFOX
5c7430608625dd0457867f9f,70,,,149,Patient,13:52.1,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_exc_522368,Clinical Trial Exclusion Criteria,UNKNOWN,"Adjuvant chemotherapy for Colorectal Cancer (Stage I, II, II) is permitted, if the adjuvant therapy ended >6 month before screening.- Previous FOLFOX treatment for patients who will be included in the mFOLFOX6 cohort apart from FOLFOX treatment in an adjuvant setting.- Previous FOLFIRI treatment for patients who will be included in the FOLFIRI cohort.",ct_exc_522368,AACT,143,NCT00934882,Recent,FOLFOX
5c7430638625dd047e867f89,910,,,112,Patient,13:55.5,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_572785,Clinical Trial Inclusion Criteria,UNKNOWN,Patients with Gilbert's Syndrome or who are found to be homozygous for the UGT1A1 allele who will receive FOLFOX are eligible.,ct_inc_572785,AACT,106,NCT00265850,Recent,FOLFOX
5c7430638625dd047e867f8a,910,,,94,Patient,13:55.5,2137,Negated,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_572785,Clinical Trial Inclusion Criteria,UNKNOWN,No sensory peripheral neuropathy of grade 2 at baseline for patients who are to receive FOLFOX.,ct_inc_572785,AACT,88,NCT00265850,Recent,FOLFOX
5c7430648625dd048d867f89,1200,,,6,Patient,13:57.0,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_389185,Clinical Trial Inclusion Criteria,UNKNOWN,"FOLFOX they should have received 8 cycles.- Disease which, following first-line chemotherapy, remains inoperable and unsuitable for definitive chemoradiotherapy.- Able to proceed with maintenance treatment within 28 days of the last day of the last cycle of chemotherapy.- Formalin fixed paraffin embedded (FFPE) blocks of diagnostic tissue available for biomarker analysis.-",ct_inc_389185,AACT,0,NCT02678182,Recent,FOLFOX
5c7430658625dd048d867f8c,1200,,,23,Patient,13:57.2,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_324880,Clinical Trial Inclusion Criteria,PAST_SURGICAL_HISTORY,Either CAPEOX or FOLFOX is allowed.,ct_inc_324880,AACT,17,NCT03515941,Recent,FOLFOX
5c7430658625dd048d867f8d,1200,,,522,Patient,13:57.5,2137,Negated,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_558025,Clinical Trial Inclusion Criteria,UNKNOWN,"No bulky N2 disease by either ERUS or MRI - No primary fixed or unresectable (clinical stage T4) rectal cancer or recurrent colorectal cancer limited to the pelvis - Primary unresectable rectal cancer is defined as a primary rectal tumor which on the basis of either physical exam, ERUS or pelvic MRI is deemed to be adherent or fixed to adjacent pelvic structures - Must be a candidate for all of the following: - Neoadjuvant chemoradiotherapy - Systemic therapy with fluorouracil, leucovorin calcium, oxaliplatin (FOLFOX), and bevacizumab - Complete surgical resection via low anterior resection prior to administration of any therapy - No low-lying tumors deemed to require an abdominal perineal resection - No large or bulky tumors that require a diverting colostomy or placement of an endorectal stent prior to treatment initiation - No clinical evidence of metastatic disease",ct_inc_558025,AACT,516,NCT00462501,Historical,FOLFOX
5c7430688625dd04c0867f95,30,,,590,Patient,14:00.4,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_418456,Clinical Trial Inclusion Criteria,UNKNOWN,"Histologically proven diagnosis of colorectal adenocarcinoma; - RAS and BRAF wild-type status; - First-line irinotecan-based (FOLFIRI or FOLFOXIRI) cetuximab-containing therapy producing at least a partial response; - First-line progression-free survival in response to cetuximab-containing therapy 6 months; - Documentation of progression to first-line cetuximab within 4 weeks after last cetuximab administration; - Time between the end of first-line therapy and the start of third-line treatment with cetuximab plus irinotecan 4 months; - Second-line oxaliplatin-based (FOLFOXIRI, FOLFOX or XELOX) bevacizumab-containing therapy; - Documentation of progression to second-line treatment; - Measurable disease according to RECIST criteria v1.1; - Have tumor tissue (of primary tumor and metastases or at least one of the two) available for biomarker analysis; - Male or female patients > 18 years of age; - ECOG Performance Status 2; - Life expectancy of at least 3 months; - Adequate bone marrow, liver and renal function assessed within 14 days before starting study treatment; - Women of childbearing potential must have a negative blood pregnancy test at the baseline visit.",ct_inc_418456,AACT,584,NCT02296203,Recent,FOLFOX
5c7430688625dd04cb867f87,260,,,74,Patient,14:00.6,2137,Negated,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_564110,Clinical Trial Inclusion Criteria,UNKNOWN,"- Scheduled to receive 1 of the following chemotherapy regimens*: - FOLFOX 4 (oxaliplatin, fluorouracil, leucovorin calcium) - FOLFOX 6 - FOLFOX 7 - FOLFIRI (irinotecan hydrochloride, fluorouracil, leucovorin calcium)",ct_inc_564110,AACT,68,NCT00381862,Recent,FOLFOX
5c7430688625dd049f867f8a,960,,,51,Patient,14:00.6,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_exc_494395,Clinical Trial Exclusion Criteria,UNKNOWN,"In Phase 1b, patients with a history of poor FOLFOX tolerability as manifested by inability to tolerate standard therapeutic doses (i.e., at minimum patients must have tolerated an oxaliplatin dose of 85 mg/m2 and a 5FU dose of 2400 mg/m2).",ct_exc_494395,AACT,45,NCT01302405,Historical,FOLFOX
5c7430688625dd049f867f8b,960,,,67,Patient,14:00.6,2137,Negated,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_exc_494395,Clinical Trial Exclusion Criteria,COMMENT,"Patients are eligible for this trial if, during the previous FOLFOX administration, they underwent one dose reduction of oxaliplatin due to sensory neuropathy (provided the neuropathy has now resolved to Grade 1 or less),",ct_exc_494395,AACT,61,NCT01302405,Hypothetical,FOLFOX
5c7430698625dd04cb867f8f,260,,,73,Patient,14:01.6,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_546753,Clinical Trial Inclusion Criteria,UNKNOWN,"Received 6 cycles (3 months [12 weeks]) of first-line therapy with FOLFOX or FOLFIRI, plus bevacizumab for metastatic CRC.Patients",ct_inc_546753,AACT,67,NCT00612586,Recent,FOLFOX
5c7430698625dd04cb867f90,260,,,64,Patient,14:01.6,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_546753,Clinical Trial Inclusion Criteria,UNKNOWN,"Patients who received 6 cycles of first-line therapy with FOLFOX or FOLFIRI, plus bevacizumab for recurrent CRC that has relapsed at least 12 months after completion of adjuvant therapy will also be included.",ct_inc_546753,AACT,58,NCT00612586,Recent,FOLFOX
5c7430698625dd04cb867f91,260,,,19,Patient,14:01.6,2137,Negated,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_546753,Clinical Trial Inclusion Criteria,UNKNOWN,"All standard FOLFOX ( or FOLFIRI) regimens given on a biweekly schedule will be permitted; however, 21-day regimens will not be allowed.-",ct_inc_546753,AACT,13,NCT00612586,Recent,FOLFOX
5c7430698625dd04c0867f9f,30,,,101,Patient,14:01.9,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_441288,Clinical Trial Inclusion Criteria,UNKNOWN,"IV colorectal cancer - Scheduled for treatment with first line chemotherapy, either CAPOX(-B), FOLFOX(-B) or capecitabine(-B) -",ct_inc_441288,AACT,95,NCT01998152,Recent,FOLFOX
5c74306c8625dd04d6867f8d,890,,,567,Patient,14:04.9,2137,Negated,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_exc_542250,Clinical Trial Exclusion Criteria,UNKNOWN,"Other tumour types than colon adenocarcinomas Current severe neutropenia, leucopenia or thrombocytopenia Severely reduced liver or renal function Unresolved bowel obstruction or sub-obstruction, uncontrolled Crohn's disease or ulcerative colitis Current chronic diarrhoea Contraindication for corticosteroid administration History of prior serious allergic or pseudo-allergic reaction Any other serious illness or medical condition Symptomatic peripheral neuropathy grade 2 Received mangafodipir 5 weeks before planned start of chemotherapy Received any of the FOLFOX drugs 5 weeks before planned start of chemotherapy Any plans of administered other anti-cancer therapy (including radiotherapy) concurrent with this study Fertile females Males with reproductive potential not implementing adequate contraception measures Phaeochromocytoma",ct_exc_542250,AACT,561,NCT00671996,Historical,FOLFOX
5c74306d8625dd04d6867f8e,890,,,189,Patient,14:05.0,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_exc_552346,Clinical Trial Exclusion Criteria,UNKNOWN,Near-obstructing or obstructing colon lesions in patients in whom combined resection is planned (as delay for preoperative chemotherapy would be medially impossible) - Treatment with FOLFOX or cetuximab within 12 months - Treatment with irinotecan within 12 months -,ct_exc_552346,AACT,183,NCT00537823,Recent,FOLFOX
5c74306d8625dd04d6867f8f,890,,,51,Patient,14:05.1,2137,Affirmed,hasRegimenTerm,claritynlp,FALSE,4102,TermFinder,2018-10-25T00:00:00Z,ct_inc_411665,Clinical Trial Inclusion Criteria,UNKNOWN,Patients who are feasible for treatment with FOLFOX (prior adjuvant or palliative treatment is allowed),ct_inc_411665,AACT,45,NCT02384850,Recent,FOLFOX
