subject,report_id,report_date,report_type,id,source,report_text
NCT00030563,381483,2018-10-25T00:00:00Z,Clinical Trial Description,381483,AACT,"
 OBJECTIVES:
 -  Determine the disease-free survival in patients with hepatic metastases from primary colorectal carcinoma treated with surgical resection with or without radiofrequency ablation followed by irinotecan.
 -  Determine the overall survival in patients treated with this regimen.
 -  Determine the treatment-related toxicity of this regimen in these patients.
 -  Correlate the measurement of molecular markers with clinical outcome in patients treated with this regimen.
 OUTLINE: This is a multicenter study. Patients are stratified according to treatment with radiofrequency ablation in addition to resection (yes vs no).
 Patients undergo surgical resection with or without radiofrequency ablation. Beginning 4-8 weeks after surgery, patients receive irinotecan IV over 90 minutes on day 1. Chemotherapy repeats every 3 weeks for a total of 6 courses in the absence of disease progression or unacceptable toxicity.
 Patients are followed at 4 weeks, every 3 months for 2 years, every 6 months for 3 years, and then annually thereafter.
 PROJECTED ACCRUAL: A total of 70 patients will be accrued for this study."
NCT00028899,381510,2018-10-25T00:00:00Z,Clinical Trial Description,381510,AACT,"
 OBJECTIVES:
 -  Determine the safety and maximum tolerated dose of gemtuzumab ozogamicin in combination with conventional chemotherapy in patients with relapsed or refractory acute myeloid leukemia or myelodysplastic syndromes.
 -  Determine the efficacy of this regimen in these patients.
 -  Correlate the likelihood of leukemic blast cells to undergo apoptosis in vitro with the efficacy of this regimen in these patients.
 -  Correlate drug resistance as manifested by dye efflux or multiple drug resistance-1 expression by leukemic blast cells with the efficacy of this regimen in these patients.
 OUTLINE: This is a dose-escalation, multicenter study of gemtuzumab ozogamicin. Patients are assigned by cohort to 1 of 2 treatment regimens.
 -  Regimen A: Patients receive cytarabine IV over 2 hours every 12 hours on days 1-4, mitoxantrone IV over 1 hour on days 3-6, and gemtuzumab ozogamicin IV over 2 hours on day 7.
 -  Regimen B: Patients receive cytarabine IV over 3 hours every 12 hours on days 1, 2, 8, and 9, asparaginase intramuscularly on days 2 and 9, and gemtuzumab ozogamicin IV over 2 hours on day 3.
 Cohorts of 3-6 patients receive de-escalating doses of gemtuzumab ozogamicin until the maximum tolerated dose (MTD) is determined. The MTD is defined as the dose below that at which 2 of 3 or 2 of 6 patients experience dose-limiting toxicity.
 Patients are followed monthly for 6 months, every 2 months for 6 months, every 6 months for 2 years, and then annually thereafter.
 PROJECTED ACCRUAL: A total of 52 patients will be accrued for this study within 1.5 years."
NCT00028886,381511,2018-10-25T00:00:00Z,Clinical Trial Description,381511,AACT,"
 OBJECTIVES:
 -  Compare the efficacy of doxorubicin, dexamethasone, and high-dose melphalan with versus without thalidomide, in terms of event-free survival, of patients with multiple myeloma.
 -  Determine the response rate, complete response rate, overall survival, and progression-free survival of patients treated with these regimens.
 -  Determine the safety and toxicity of thalidomide in combination with intensive chemotherapy in these patients.
 -  Assess the value of prognostic factors at diagnosis in individual patients treated with these regimens.
 OUTLINE: This is a randomized, multicenter study. Patients are stratified according to participating center and treatment policy (1 course vs 2 courses of high-dose melphalan).
 Patients are randomized to 1 of 2 treatment arms.
 Arm I:
 -  Patients receive induction chemotherapy (AD) comprising doxorubicin IV on days 1-4 and oral dexamethasone on days 1-4, 9-12, and 17-20. Patients receive oral thalidomide daily beginning on day 1 and continuing until 2 weeks before start of stem cell mobilization.
 Treatment repeats every 28 days for 3 courses in the absence of disease progression or unacceptable toxicity.
 -  Patients receive stem cell mobilization with chemotherapy comprising cyclophosphamide IV on day 1 and doxorubicin IV and oral dexamethasone on days 1-4 (CAD). Patients also receive filgrastim (G-CSF) subcutaneously (SC) beginning on day 5 and continuing until last apheresis.
 -  Beginning 8-10 weeks after stem cell collection, patients receive low-dose oral thalidomide daily and high-dose melphalan IV on days -3 and -2 as intensification.
 Patients undergo stem cell infusion on day 0. Patients may receive a second course of high-dose melphalan 2-3 months after the first course, in which case, stem cell infusion follows the second course of melphalan.
 -  Patients receive maintenance therapy with oral thalidomide daily until disease progression or after 3 months if no response.
 -  Beginning 2 months after the last course, patients with an HLA-identical sibling donor undergo nonmyeloablative stem cell transplantation after radiotherapy.
 Arm II:
 -  Patients receive induction chemotherapy (VAD) comprising vincristine IV and doxorubicin
 IV on days 1-4 and dexamethasone on days 1-4, 9-12, and 17-20. Treatment repeats every 28 days for 3 courses in the absence of disease progression or unacceptable toxicity.
 -  Patients receive stem cell mobilization with CAD chemotherapy as in arm I. G-CSF is given as in arm I.
 -  Patients receive high-dose melphalan and undergo stem cell infusion as in arm I.
 -  Patients receive maintenance therapy with interferon alfa SC 3 times weekly until progression or after 3 months if no partial response.
 -  Beginning 2 months after the last course, patients with an HLA-identical sibling donor undergo nonmyeloablative stem cell transplantation after radiotherapy.
 All patients are followed every 6 months for 3 years and then annually thereafter.
 PROJECTED ACCRUAL: A total of 450 patients (225 per treatment arm) will be accrued for this study within 4 years."
NCT00028873,381512,2018-10-25T00:00:00Z,Clinical Trial Description,381512,AACT,"
 OBJECTIVES:
 -  Determine the activity of R101933 in combination with paclitaxel or docetaxel in terms of response to treatment and level of clinical benefit in patients with taxane-refractory metastatic breast cancer.
 -  Determine the safety of this regimen in these patients.
 -  Determine the acute side effects in patients treated with this regimen.
 OUTLINE: This is a multicenter study.
 Patients receive R101933 IV over 1 hour immediately followed by paclitaxel IV over 3 hours or docetaxel IV over 1 hour on day 1. Treatment repeats every 21 days for 7 courses in the absence of disease progression or unacceptable toxicity. Patients who have no disease progression after 7 courses may continue with treatment at the investigator's discretion.
 Patients are followed every 6 weeks until disease progression.
 PROJECTED ACCRUAL: A total of 12-35 patients will be accrued for this study."
NCT00028028,381539,2018-10-25T00:00:00Z,Clinical Trial Description,381539,AACT,"
 PRIMARY OBJECTIVES:
 I. To study the progression-free survival in patients who receive a lower or a higher dose of
 CCI-779, a cytostatic agent following cytoreductive chemotherapy in extensive SCLC.
 II. To determine the toxicity of two treatment regimens involving a lower or a higher dose of
 CCI-779.
 SECONDARY OBJECTIVES:
 I. To quantify the effects of CCI-779 treatment on p70S6 phosphorylation in peripheral blood mononuclear cells of patients with small cell lung cancer who are treated with CCI-779.
 II. To measure the effects on mTOR activation and signaling of plasma from patients treated with CCI-779.
 III. To determine the relationship between CCI-779 dose and its pharmacodynamic parameters.
 IV. To correlate the inhibition of p70S6 with indices of patient outcome.
 OUTLINE: This is a randomized, multicenter study. Patients are stratified according to brain metastases (yes vs no), prior induction chemotherapy regimen (platinum and etoposide vs platinum and irinotecan), and response to prior induction chemotherapy (complete or partial response vs stable disease). Patients are randomized to 1 of 2 treatment arms.
 ARM I: Patients receive low-dose CCI-779 IV over 30 minutes once weekly. Treatment continues in the absence of disease progression or unacceptable toxicity.
 ARM II: Patients receive high-dose CCI-779 as in arm I.
 Patients are followed every 3 months for 2 years, every 6 months for 3 years, and then annually thereafter."
NCT00027976,381543,2018-10-25T00:00:00Z,Clinical Trial Description,381543,AACT,"
 OBJECTIVES:
 -  Compare celecoxib vs placebo in terms of preventing the development of new actinic keratoses in patients with actinic keratoses.
 -  Compare these treatment regimens in terms of inducing regression of actinic keratoses in these patients.
 -  Determine the safety of this drug in these patients.
 -  Compare the effect of these treatment regimens on potential surrogate end-point biomarkers in areas of actinic keratosis, sun-exposed skin, and non-sun-exposed skin and correlate these biomarkers with clinical outcome in these patients.
 OUTLINE: This is a randomized, double-blind, placebo-controlled, multicenter study. Patients are randomized to 1 of 2 treatment arms.
 -  Arm I: Patients receive oral celecoxib twice daily for 9 months in the absence of disease progression or unacceptable toxicity.
 -  Arm II: Patients receive oral placebo as in arm I. Patients are followed at 2 months after completing treatment.
 PROJECTED ACCRUAL: A total of 240 patients (120 per treatment arm) will be accrued for this study."
NCT00071305,379734,2018-10-25T00:00:00Z,Clinical Trial Description,379734,AACT,"
 Objective:
 We will use magnetoencephalography (MEG) alone, and in combination with EEG (MEG-EEG), to study the contribution of each method and their combination to the localizing yield of the non-invasive pre-surgical evaluation as compared to the invasive method. We will also correlate seizure origin and localizing data with surgical outcome, and, in retrospect, calculate the proportion of patients in whom invasive monitoring could have been avoided.
 Study Population:
 Participants in this study will be patients with medically refractory localization-related epilepsy who will be undergoing epilepsy surgery as part of their standard clinical care.
 Study Design/Methods:
 We will use a 275-channel whole-head MEG System (CTF Systems 2001 Inc). Patients will undergo a supine resting MEG-EEG recording prior to any surgical procedure. The resulting data will be integrated with the data obtained during the patient's standard pre-surgical evaluation, and compared with the invasive data obtained during chronic invasive monitoring (if clinically indicated), and/or intra-operative electrocorticography (all patients-standard of care). When analyzing the data, readers will be blinded to the results of the other modality (MEG vs. EEG, non-invasive vs. invasive).
 The patients will be followed in the outpatient clinic at 1-, 3-, 6- and 12-month intervals.
 Surgical outcomes will be graded according to the Engel and International League Against
 Epilepsy (ILAE) outcome scales.
 The findings from this protocol will not in themselves indicate or lead to epilepsy surgery.
 Outcomes:
 The primary outcome measure will be the proportion of seizure foci detected and delineated both non-invasively and invasively. The secondary outcome measures will be the proportion of patients with seizure foci co-localized invasively and non-invasively, the correlation of the obtained localizing data from both modalities with surgical outcome, and the correlation between the anatomical location of the epileptogenic zone and surgical outcome."
NCT00071266,379735,2018-10-25T00:00:00Z,Clinical Trial Description,379735,AACT,"
 This is a Phase 3, 32-week, double-blind, diet-intervention, randomized, parallel group, ten-arm, multi-center, multi-national, dose titration study evaluating the safety and efficacy of NL in patients with intermittent claudication (IC).
 The objectives of this study are to evaluate the safety and efficacy of NL in patients with
 IC. The primary efficacy analysis will be the percent change from baseline in Peak Walking
 Time (PWT) calculated from the natural logarithm of the ratio of the time walked on treadmill at the Week 32 Visit divided by the time walked at baseline. Other efficacy measures will include Claudication Onset Time (COT) percent changes from baseline to Week 32 , changes in
 Ankle Brachial Index (ABI), Quality of Life (QoL) percent changes at Weeks 20 and 32, lower limb amputations, composite of cardiovascular events (MI, stroke, and vascular death), and coronary and peripheral artery revascularizations. Safety variables will include serum transaminases, routine chemistry parameters, hematology, and adverse events. Pharmacokinetic analyses will be conducted as well."
NCT00070850,379770,2018-10-25T00:00:00Z,Clinical Trial Description,379770,AACT,"
 SLOS is an inherited metabolic disorder characterized by moderate to severe mental retardation and congenital anomalies. SLOS is caused by a deficiency of the enzyme 7-dehydrocholesterol reductase and the resulting defect in the conversion of 7-dehydrocholesterol to cholesterol. SLOS can now be reliably detected prenatally by analysis of amniotic fluid 7-8- dehydrocholesterol (7/8-DHC) levels. Unconjugated estriol (uE3) is one of the maternal serum analytes currently measured routinely to screen for Down syndrome. This analyte requires cholesterol as a precursor, and its concentration in maternal serum is lower when the fetus has SLOS.
 Currently, there is no national standard for the approach taken in prenatal screening; existing programs vary both in availability and in the protocol and algorithms used. The major barrier to identifying SLOS prenatally is the absence of sound screening methodology that takes into account the detection rate, the false positive rate, and the prevalence. This study will evaluate the efficacy of routinely identifying Smith-Lemli-Opitz Syndrome (SLOS) prenatally.
 The screening model in this study is based on data from SLOS pregnancies and will be tested in 1,000,000 pregnancies in which maternal serum uE3, alpha-fetoprotein, and human chorionic gonadotrophin measurements are being done as part of routine screening for Down syndrome. The screening false positive rate is projected to be 0.34%, the detection rate 62%, and the odds of being affected given a positive screening result 1:70. These rates all compare favorably with prenatal screening tests now in routine use. The study will also determine whether SLOS diagnostic studies can be carried out in maternal urine or serum, rather than amniotic fluid, thereby avoiding invasive procedures.
 Participants in this study will be pregnant women undergoing amnioscentisis during the second trimester. Women who have a positive test for SLOS will be asked to provide a urine and blood sample. The study will collect data on patient demographics and family history; data will also be obtained from the participant’s ultrasound, karyotype, alpha-fetoprotein, maternal serum screening, and SLOS reports. Three months after the pregnancy due date, a genetic counselor will contact the participant to obtain basic information about the baby’s delivery and health."
NCT00006121,379793,2018-10-25T00:00:00Z,Clinical Trial Description,379793,AACT,"
 OBJECTIVES:
 -  Determine the therapeutic activity of oxaliplatin in patients with advanced or metastatic breast cancer following failure of anthracycline/taxane based chemotherapy.
 -  Determine objective response, duration of response, and time to progression in these patients when treated with this regimen.
 -  Determine the acute side effects of this regimen in these patients.
 OUTLINE: This is a multicenter study.
 Patients receive oxaliplatin IV over 2 hours on day 1. Treatment continues every 3 weeks in the absence of disease progression or unacceptable toxicity.
 Patients are followed every 6 weeks until disease progression and then every 3 months for survival.
 PROJECTED ACCRUAL: A total of 27-40 patients will be accrued for this study."
NCT00006257,379792,2018-10-25T00:00:00Z,Clinical Trial Description,379792,AACT,"
 OBJECTIVES:
 -  Determine the maximum tolerated dose of SU5416 when combined with paclitaxel in patients with advanced malignancies.
 -  Determine the toxicities and pharmacokinetics of this regimen in these patients.
 -  Determine the effects of this regimen on a variety of histological and molecular biomarkers of angiogenesis, including in vitro activity assays of endothelial cell proliferation, migration, and invasion.
 OUTLINE: This is a dose escalation study of SU5416.
 Patients receive SU5416 IV over 1 hour twice weekly during the first week. During subsequent courses, SU5416 is administered on days 1, 4, 8, 11, 15, 18, 22, and 25. Paclitaxel begins on the second week of therapy and is administered IV over 1 hour on days 1, 8, 15, and 22.
 Courses repeat every 28 days in the absence of disease progression or unacceptable toxicity.
 Cohorts of 3-6 patients receive escalating doses of SU5416 until the maximum tolerated dose (MTD) is determined. The MTD is defined as the dose preceding that at which 2 of 6 patients experience dose limiting toxicity.
 PROJECTED ACCRUAL: Approximately 24 patients will be accrued for this study within 12-18 months."
NCT00002365,383989,2018-10-25T00:00:00Z,Clinical Trial Description,383989,AACT,"
 Patients will be randomized to 1 of 3 doses of oral LXR015-1 for 28 days and patients will be monitored for adverse events for the duration of the study. Patients will continue to be monitored for least 4 weeks after completion of the dosing."
NCT00070109,379827,2018-10-25T00:00:00Z,Clinical Trial Description,379827,AACT,"
 PRIMARY OBJECTIVES:
 I. Determine the response rate in pediatric patients with recurrent or refractory soft tissue sarcomas or Ewing's sarcoma family of tumors treated with ecteinascidin 743 (trabectedin).
 II. Determine the toxicity of this drug in these patients. III. Determine the pharmacokinetics of this drug in these patients.
 OUTLINE:
 Patients receive trabectedin IV over 3 hours on day 1. Treatment repeats every 21days for up to 26 courses in the absence of disease progression or unacceptable toxicity.
 After completion of study treatment, patients are followed up for up to 5 years."
NCT00066274,380109,2018-10-25T00:00:00Z,Clinical Trial Description,380109,AACT,"
 OBJECTIVES:
 -  Compare the efficacy, in terms of response rate (partial response and complete response), of irinotecan and oxaliplatin vs irinotecan, fluorouracil, and leucovorin calcium vs oxaliplatin, fluorouracil, and leucovorin calcium in patients with metastatic colorectal cancer.
 -  Compare the progression-free survival of patients treated with these regimens.
 -  Compare the tolerability of these regimens in these patients.
 -  Compare the quality of life of patients treated with these regimens.
 OUTLINE: This is a randomized, multicenter study. Patients are randomized to 1 of 3 treatment arms.
 -  Arm I: Patients receive irinotecan IV over 90 minutes and oxaliplatin IV over 2 hours on day 1.
 -  Arm II: Patients receive irinotecan IV over 90 minutes and leucovorin calcium IV over 2 hours on day 1 and fluorouracil IV over 46 hours on days 1-2.
 -  Arm III: Patients receive oxaliplatin IV over 2 hours and leucovorin calcium IV over 2 hours on day 1 and fluorouracil IV over 46 hours on days 1-2.
 In all arms, treatment repeats every 2 weeks for 26 courses in the absence of disease progression or unacceptable toxicity.
 Quality of life is assessed at baseline and then every 3 months for 1 year.
 Patients are followed at 2 months.
 PROJECTED ACCRUAL: A total of 80 patients will be accrued for this study within 1 year."
NCT00065078,380198,2018-10-25T00:00:00Z,Clinical Trial Description,380198,AACT,"
 Unintended pregnancy is associated with significant public health problems, including inadequate prenatal care, low birth weight infants, infant mortality, and maternal morbidity and mortality. Children born as a result of unplanned pregnancies are at greater risk for poor outcomes such as poor mental health and developmental disabilities. This research project will determine whether providing contraception in the home can reduce the incidence of unintended pregnancy in low income and minority women. The project will also determine whether delaying a pelvic exam encourages or discourages the utilization of clinic-based preventive services to screen for sexually transmitted diseases (STDs) and cervical cancer.
 Participants will be randomized to either an experimental group or a comparison group. Each participant will receive family planning counseling during a home visit by a community health nurse. Participants in the experimental group will be offered a three-month supply of oral contraceptives or a depo-provera shot; both forms of contraceptives will be delivered during home visits. Each participant will complete a survey during the initial visit and during a 1-year follow-up. The study will last approximately three years."
NCT00004886,379854,2018-10-25T00:00:00Z,Clinical Trial Description,379854,AACT,"
 OBJECTIVES:
 -  Determine the maximum tolerated dose of oral MS-209 when given with docetaxel IV in patients with advanced solid malignant tumors.
 -  Assess the toxicity of this regimen in these patients.
 OUTLINE: This is a dose escalation, multicenter study of MS-209.
 Patients receive docetaxel IV over 1 hour on day 1 of a 3 week course. On day 1 of the 2nd course, patients receive MS-209 orally followed by docetaxel IV over 1 hour. Treatment is repeated every 3 weeks for 4-7 courses (including course with docetaxel alone). Treatment continues in the absence of disease progression or unacceptable toxicity.
 Cohorts of 3-6 patients receive escalating doses of MS-209 until the maximum tolerated dose (MTD) is determined. The MTD is defined as the dose at which 2 of 3 or 3 of 6 patients experience dose limiting toxicities.
 Patients are followed every 6 weeks.
 PROJECTED ACCRUAL: Approximately 3-30 patients will be accrued for this study."
NCT00068991,379910,2018-10-25T00:00:00Z,Clinical Trial Description,379910,AACT,"
 A previous study found that HIV-infected villagers in Anhui Province, China describe their quality of life as poor. While poverty, poor health, stigma, and discrimination contribute to this poor quality of life, all these issues are interrelated and deserve further investigation. The quality of life for HIV-infected people may be made better through education, either for HIV-infected people to learn more about HIV, the treatments they are receiving, and how to deal with their disease, or for HIV uninfected people to understand HIV infection and to reduce stigma and discrimination associated with HIV infection. This study will provide skills training to HIV-infected adults and anti-stigma and anti-discrimination training to influential community members. The purpose of this study is to evaluate the changes in quality of life in HIV-infected villagers living in Anhui Province, China that result after these two training programs are administered.
 There will be 3 groups in this study. Group 1 participants will be HIV-infected villagers.
 Group 1 participants will take part in 2-hour skills training sessions every week from study entry to Week 8. Participants will also be asked to bring a family member to each training session. After completing training, participants will be asked to complete a post-training evaluation of the training sessions. Group 1 participants will be asked to complete questionnaires at study entry and 6 and 12 months after completion of training.
 Group 2 participants will be villagers considered influential members of their community. In the first 2 months of the study, Group 2 participants will take part in four, 2-hour training sessions focusing on anti-stigma and anti-discrimination messages. Group 2 participants will also attend additional support meetings monthly, from Months 2 to 15. Group 2 participants will be evaluated before and after their training sessions to determine the improvements in knowledge and attitudes about HIV among group participants.
 Group 3 participants will be randomly selected community members and will complete a cross-sectional survey at study entry and 6 and 12 months after Group 2's completion of training, to determine changing community attitudes about HIV as a result of Group 2's training. There will be no additional study visits or training for Group 3 participants."
NCT00068978,379911,2018-10-25T00:00:00Z,Clinical Trial Description,379911,AACT,"
 Assays for HIV-specific human CD4 and CD8 T cell immunity are needed in order to evaluate the immune response to HIV vaccines. Such assays should be robust, reproducible, and amenable to high throughput analysis of clinical specimens. Cytokine flow cytometry (CFC) assays can reliably and specifically detect human CD4 and CD8 T cell responses to AIDS-related opportunistic infections, including those caused by cytomegalovirus, Mycobacterium tuberculosis, the Mycobacterium avium complex, cryptococcus, and human papillomavirus. The purpose of this study is to devise and evaluate a similar CFC assay for the detection and quantitation of CD4 and CD8 T cell responses against HIV.
 This study will evaluate a Gag-IFNg CFC assay by comparing the results of this assay with results from other assays of immune phenotype and function in long-term nonprogressors, untreated patients with progressive HIV disease, and recipients of candidate HIV vaccines.
 The study will also examine HIV-specific immune responses in HIV infected individuals who appear to exhibit significant immune protection from HIV disease.
 Participants in this study will be drawn from other studies currently underway. As a part of those studies, participants will have regular blood tests. Blood samples from those studies will be used in this study. No participants will be directly enrolled in this study."
NCT00066430,380099,2018-10-25T00:00:00Z,Clinical Trial Description,380099,AACT,"
 OBJECTIVES:
 -  Determine the recurrence rate of high-grade squamous intraepithelial neoplasia in the anal canal of HIV-positive patients treated with infrared coagulation.
 -  Determine the time to recurrence and time to progression in patients treated with this procedure.
 -  Determine the toxicity of this procedure in these patients.
 -  Correlate CD4/CD8 count and HIV viral load with outcome in patients treated with this procedure.
 -  Correlate outcome with human papilloma virus subtype in patients treated with this procedure.
 OUTLINE: This is an open-label, pilot, multicenter study.
 Patients undergo treatment with an infrared coagulator in direct contact with the lesion for 1.5 seconds and necrotic tissue is then debrided. Treatment repeats to the level of the submucosal vessels under colposcopic guidance. A repeat biopsy is performed at 3 months to assess treatment success. Patients with incompletely treated lesions receive 1 more treatment. Up to 3 lesions are treated during each visit in the absence of disease progression or unacceptable toxicity.
 Patients complete questionnaires regarding anal pain and discomfort at baseline, at 4 weeks, and at 3, 6, 9, and 12 months.
 Patients are followed every 3 months for 1 year.
 PROJECTED ACCRUAL: A total of 18 patients will be accrued for this study within 6 months."
NCT00066417,380100,2018-10-25T00:00:00Z,Clinical Trial Description,380100,AACT,"
 OBJECTIVES:
 -  Determine the safety of a preparative regimen comprising total body irradiation, cyclophosphamide, thiotepa, and fludarabine, but without anti-thymocyte globulin, in patients with high-risk leukemia treated with peripheral blood stem cell transplantation from partially matched related donors.
 -  Determine the incidence of graft failure, acute graft-versus-host disease (GVHD), and treatment-related mortality in patients treated with this regimen.
 -  Determine rates of chronic GVHD and relapse in patients treated with this regimen.
 -  Determine disease-free and overall survival in patients treated with this regimen.
 OUTLINE: This is a pilot study.
 Patients receive a preparative regimen comprising total lymphoid irradiation once daily on days -13 to -11; cyclophosphamide IV over 1 hour on days -8 and -7; thiotepa IV over 4 hours every 12 hours on day -6; fludarabine IV over 30 minutes on days -5 to -1; and total body irradiation once on day -1. Patients also receive cyclosporine IV over 12 hours on days -8 to
 -1 and methylprednisolone IV twice daily on days -3 and -2. Patients receive CD34-enriched
 T-cell-depleted allogeneic stem cell infusion on day 0.
 Patients with disease progression or uncontrolled infection but without grade II or greater graft-versus-host disease may receive up to 3 donor lymphocyte infusions at least 4 weeks apart until disease regression.
 Patients are followed at least weekly until day 100 and then at 6, 12, 18, 24, 36, and 48 months.
 PROJECTED ACCRUAL: A total of 20-51 patients will be accrued for this study."
NCT00066404,380101,2018-10-25T00:00:00Z,Clinical Trial Description,380101,AACT,"
 OBJECTIVES:
 -  Determine the safety and toxicity of intrapleural BG00001 in patients with malignant pleural mesothelioma or malignant pleural effusions.
 -  Determine the maximum tolerated dose of this drug in these patients.
 -  Determine the success of gene transfer/interferon beta gene expression in patients treated with this drug.
 -  Determine systemic and intrapleural cytokine responses and cellular and humoral immune response in patients treated with this drug.
 -  Determine, preliminarily, tumor response in patients treated with this drug.
 OUTLINE: This is a dose-escalation study.
 Patients receive BG00001 via an intrapleural catheter on day 1.
 Cohorts of 3-6 patients receive escalating doses of BG00001 until the maximum tolerated dose (MTD) is determined. The MTD is defined as the dose at which no more than 1 of 6 patients experiences dose-limiting toxicity.
 Patients are followed weekly for 1 month, biweekly for 1 month, monthly for 4 months, and then every 6 months for 15 years.
 PROJECTED ACCRUAL: A total of 3-18 patients will be accrued for this study."
NCT00066378,380103,2018-10-25T00:00:00Z,Clinical Trial Description,380103,AACT,"
 OBJECTIVES:
 -  Compare the 1 year antitumor activity of anastrozole with vs without gefitinib, in terms of progression-free survival, in postmenopausal women with metastatic or locally recurrent advanced breast cancer.
 -  Compare the objective tumor response and duration of tumor response in patients treated with these regimens.
 -  Compare the progression-free survival of patients treated with these regimens.
 -  Compare the safety of these regimens in these patients.
 OUTLINE: This is a randomized, double-blind, placebo-controlled, multicenter study. Patients are stratified according to participating center, dominant site of metastatic disease (bone alone vs other), prior chemotherapy (no vs yes), stage (metastatic vs locally recurrent), and measurability (measurable vs evaluable). Patients are randomized to 1 of 2 treatment arms.
 -  Arm I: Patients receive oral anastrozole and oral gefitinib once daily.
 -  Arm II: Patients receive oral anastrozole and an oral placebo once daily. In both arms, treatment continues in the absence of disease progression or unacceptable toxicity.
 Patients are followed every 8 weeks until disease progression.
 PROJECTED ACCRUAL: A total of 108 patients (54 per treatment arm) will be accrued for this study."
NCT00066365,380104,2018-10-25T00:00:00Z,Clinical Trial Description,380104,AACT,"
 OBJECTIVES:
 Primary
 -  Assess the histological findings from patients with first pulmonary recurrence of osteosarcoma who undergo resection of pulmonary metastases after treatment with 2 courses of aerosolized sargramostim (GM-CSF).
 -  Determine the event-free survival of patients treated with this drug.
 -  Determine whether the maximum tolerated dose in the trial of inhaled GM-CSF in adult patients with melanoma is tolerable in pediatric patients.
 Secondary
 -  Determine the effect of specific thoracic surgical management on outcome in patients treated with this drug.
 OUTLINE: This is a multicenter, dose escalation study. Patients are assigned to 1 of 2 groups according to the extent of pulmonary recurrence (unilateral or bilateral).
 -  Group I (unilateral recurrence):
 -  Initial inhalation therapy: Patients receive inhaled sargramostim (GM-CSF) twice daily on days 1-7. Treatment repeats every other week every 14 days for a total of 2 courses.
 -  Thoracotomy: Patients undergo thoracotomy on day 22.
 -  Post-thoracotomy inhalation therapy: Beginning on day 29, or as soon as possible thereafter, patients resume inhalation therapy as above for up to 12 additional courses.
 -  Group II (bilateral recurrence): Patients may be enrolled on study either before or after the first thoracotomy.
 -  First thoracotomy: Patients undergo unilateral thoracotomy.
 -  Initial inhalation therapy: Patients receive inhaled GM-CSF, as soon as possible after recovery from first thoracotomy, twice daily on days 1-7. Treatment repeats every other week every 14 days for a total of 2 courses.
 -  Contralateral thoracotomy: Patients undergo contralateral thoracotomy on day 22.
 -  Post-thoracotomy inhalation therapy: Beginning on day 29, or as soon as possible, patients resume inhalation therapy as above for up to 12 additional courses.
 Treatment in both groups continues in the absence of disease progression or unacceptable toxicity.
 Patients are followed every 2 months for 1 year, every 4 months for 1 year, every 6 months for 3 years, and then annually thereafter.
 PROJECTED ACCRUAL: A total of 40 patients will be accrued for this study within 1.6-2 years."
NCT00066352,380105,2018-10-25T00:00:00Z,Clinical Trial Description,380105,AACT,"
 OBJECTIVES:
 -  Determine the response rate and duration of response in patients with advanced or metastatic transitional cell cancer of the bladder, renal pelvis, or ureter when treated with bortezomib.
 -  Determine the 1-year, median, and overall survival rate of patients treated with this drug.
 -  Determine the stable disease rate and duration and time to progression in patients treated with this drug.
 -  Determine the toxicity of this drug in these patients.
 -  Correlate baseline and post-treatment levels of NF-kappaB and HIF-1 alpha in tumor biopsies with clinical outcome in patients treated with this drug.
 OUTLINE: This is a nonrandomized, open-label, multicenter study.
 Patients receive bortezomib IV over 3-5 seconds on days 1, 4, 8, and 11. Courses repeat every 21 days in the absence of disease progression or unacceptable toxicity. Patients in complete remission (CR) may receive up to 2 courses after confirmation of CR.
 Patients are followed within 3 weeks and then every 3 months thereafter.
 PROJECTED ACCRUAL: A total of 20-35 patients will be accrued for this study within approximately 6.6-17.5 months."
NCT00066339,380106,2018-10-25T00:00:00Z,Clinical Trial Description,380106,AACT,"
 OBJECTIVES:
 -  Determine the clinical benefit rate, defined as complete response, partial response, or stable disease after at least 24 weeks, in patients receiving gefitinib for metastatic breast cancer who progressed after prior antiestrogen and nonsteroidal aromatase inhibitor therapy.
 -  Determine the best overall response rate of patients treated with this drug.
 -  Determine the progression-free survival of patients treated with this drug.
 -  Determine the duration of response in patients treated with this drug.
 -  Determine the safety of this drug in these patients.
 OUTLINE: This is a nonrandomized, open-label, multicenter study.
 Patients receive oral gefitinib once daily. Treatment continues in the absence of disease progression or unacceptable toxicity.
 Patients who go off study in the absence of disease progression are followed every 8 weeks until disease progression.
 PROJECTED ACCRUAL: A total of 44 patients will be accrued for this study."
